PEDIDO,ITEM,IDCLIENTE,ALTURAINTERNA_diff,ALTURAINTERNA_diff_pct,ALTURAPACOTE_diff,ALTURAPACOTE_diff_pct,ALTURAPALETEFECHADO_diff,ALTURAPALETEFECHADO_diff_pct,AMARRADO_diff,AMARRADO_diff_pct,AREABRUTACHAPA_diff,AREABRUTACHAPA_diff_pct,AREABRUTAPECA_diff,AREABRUTAPECA_diff_pct,AREABRUTAPECACOMREFILOS_diff,AREABRUTAPECACOMREFILOS_diff_pct,AREALIQUIDACHAPA_diff,AREALIQUIDACHAPA_diff_pct,AREALIQUIDAPECA_diff,AREALIQUIDAPECA_diff_pct,ARRANJO_diff,ARRANJO_diff_pct,COBBINTMAXIMO_diff,COBBINTMAXIMO_diff_pct,CODIGOREFERENCIA_diff,CODIGOREFERENCIA_diff_pct,COLUNAMINIMO_diff,COLUNAMINIMO_diff_pct,COMMPALETEFECHADO_diff,COMMPALETEFECHADO_diff_pct,COMPPACOTE_diff,COMPPACOTE_diff_pct,COMPPECA_diff,COMPPECA_diff_pct,COMPRESSAO_diff,COMPRESSAO_diff_pct,COMPRIMENTO_diff,COMPRIMENTO_diff_pct,COMPRIMENTOINTERNO_diff,COMPRIMENTOINTERNO_diff_pct,CONSUMOCOR1_diff,CONSUMOCOR1_diff_pct,CONSUMOCOR2_diff,CONSUMOCOR2_diff_pct,CONSUMOCOR3_diff,CONSUMOCOR3_diff_pct,CONSUMOCOR4_diff,CONSUMOCOR4_diff_pct,ESPELHO_diff,ESPELHO_diff_pct,EXIGELAUDO_diff,EXIGELAUDO_diff_pct,FACA_diff,FACA_diff_pct,FILME_diff,FILME_diff_pct,GRAMATURA_diff,GRAMATURA_diff_pct,IDPALETE_diff,IDPALETE_diff_pct,IDTIPOFT2_diff,IDTIPOFT2_diff_pct,LAP_diff,LAP_diff_pct,LAPINTERNO_diff,LAPINTERNO_diff_pct,LAPNOCOMP_diff,LAPNOCOMP_diff_pct,LARGPACOTE_diff,LARGPACOTE_diff_pct,LARGPALETEFECHADO_diff,LARGPALETEFECHADO_diff_pct,LARGPECA_diff,LARGPECA_diff_pct,LARGURA_diff,LARGURA_diff_pct,LARGURAINTERNA_diff,LARGURAINTERNA_diff_pct,MULTCOMP_diff,MULTCOMP_diff_pct,MULTLARG_diff,MULTLARG_diff_pct,NRCORES_diff,NRCORES_diff_pct,PACOTESALTURA_diff,PACOTESALTURA_diff_pct,PACOTESLARGURA_diff,PACOTESLARGURA_diff_pct,PACOTESPORPALETE_diff,PACOTESPORPALETE_diff_pct,PALETIZADO_diff,PALETIZADO_diff_pct,PECASPORPACOTE_diff,PECASPORPACOTE_diff_pct,PECASPORPALETE_diff,PECASPORPALETE_diff_pct,PESOCAIXA_diff,PESOCAIXA_diff_pct,PROLONGLAP_diff,PROLONGLAP_diff_pct,REFERENCIA_diff,REFERENCIA_diff_pct,REFILADO_diff,REFILADO_diff_pct,REFILOCOMPRIMENTO_diff,REFILOCOMPRIMENTO_diff_pct,REFILOLARGURA_diff,REFILOLARGURA_diff_pct,REFUGOCLIENTE_diff,REFUGOCLIENTE_diff_pct,RESINAINTERNA_diff,RESINAINTERNA_diff_pct,TIPOABNT_diff,TIPOABNT_diff_pct,UNIDADESPORPALETE_diff,UNIDADESPORPALETE_diff_pct,VINCOCOMP1_diff,VINCOCOMP1_diff_pct,VINCOCOMP2_diff,VINCOCOMP2_diff_pct,VINCOCOMP3_diff,VINCOCOMP3_diff_pct,VINCOCOMP4_diff,VINCOCOMP4_diff_pct,VINCOCOMP5_diff,VINCOCOMP5_diff_pct,VINCOLARG1_diff,VINCOLARG1_diff_pct,VINCOLARG2_diff,VINCOLARG2_diff_pct,VINCOLARG3_diff,VINCOLARG3_diff_pct,VOLUMEPACOTEFECHADOM3_diff,VOLUMEPACOTEFECHADOM3_diff_pct,VOLUMEPALETEFECHADOM3_diff,VOLUMEPALETEFECHADOM3_diff_pct
697520-2,761970,12328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620698-7,718621,12302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-183.0,-78.2051282051282,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-1.851851851851852,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
589606-1,CHAB2113557,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRD074236,845801,10117,0.0,0.0,0.0,0.0,80.0,4.41988950276243,0.0,0.0,0.00225,0.1647707050868074,0.0,0.0,0.001125,0.1647707050868074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.1428571428571428,234.0,33.47639484978541,0.0,0.0,,,-5.0,-0.3526093088857546,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,-1.0,-50.0,5.0,1.1210762331838564,-84.0,-88.42105263157895,,,0.0,,0.0,-0.0,0.0,-0.0,-234.0,-25.080385852090032,0.0,0.0,0.0,0.0,5.0,0.5192107995846313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3478260869565215,-1.0,-50.0,2.0,4.3478260869565215,0.0,0.0,0.0,0.0,50.0,4.3478260869565215,0.0,0.0,0.0,,,,0.0,0.0,-5.0,-25.0,5.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.3478260869565215,,,,,,,,,,,,,,,,,0.0,0.0,0.100969,4.270707234768989
PRD047708,745920,8909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106250000000001,0.4262574595055456,0.0,0.0,0.0017708333333333,0.4262574595055545,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-213.0,-85.54216867469879,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4262574595055414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
591991-16,CHADC2114136,9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626241-2,CHADC217439,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645974-3,804511,1428,0.0,0.0,-100.0,-50.0,130.0,11.304347826086955,1.0,,-0.3662859999999999,-26.18312878545812,-0.00078,-0.2328247009098082,-0.0055170833333332,-1.577505047277482,-0.337356,-25.17461852568236,0.0011770139999999,0.4144027868762142,-1.0,-25.0,0.0,0.0,,,0.0,0.0,-8.0,-0.6172839506172839,127.0,24.56479690522244,2.0,0.3868471953578337,,,508.0,47.96978281397545,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-129.0,-19.90740740740741,4.0,0.3868471953578337,-4.0,-0.6172839506172839,-662.0,-50.113550340651024,0.0,0.0,1.0,50.0,-1.0,-50.0,1.0,,6.0,120.0,0.0,0.0,24.0,120.0,0.0,0.0,-50.0,-50.0,200.0,10.0,0.0,0.0,0.0,,,,0.0,0.0,-15.0,-60.0,-10.0,-40.0,-0.5500000000000007,-3.613666228646522,0.0,,-133.0,-88.66666666666667,200.0,10.0,,,,,,,,,,,,,,,,,-0.0335789999999999,-50.1156664626957,0.1702139999999998,11.045154223612874
635850-1,719180,10530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1675.0,1021.341463414634,-166.0,-9.026644915715062,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,-89.40677966101694,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
659171-1,775841,1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,25.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-139.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
656194-3,850660,1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057729347999999,1.0397553516819509,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,330.0,3300.0,-68.0,-79.06976744186046,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.9950248756218906,-217.0,-94.75982532751092,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0895522388059704,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,-53.68421052631579,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
615301-6,CHADC217767,10032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRD090136,635790,11833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.010205,-0.603864734299518,0.0,0.0,-0.00255125,-0.603864734299518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,60.27667984189723,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-308.0,-25.142857142857142,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-305.0,-37.6078914919852,0.0,0.0,0.0,0.0,-5.0,-0.6038647342995169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-5.0,-29.411764705882355,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
634584-3,592820,10210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002842,0.4901960784313745,0.002842,0.4901960784313745,0.002842,0.4901960784313745,0.002842,0.4901960784313745,0.003166,0.5567631066185527,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-3.0,-0.430416068866571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,20.0,2.4390243902439024,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.4901960784313725,0.0,0.0,2.0,0.4901960784313725,2.0,0.4901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.433476394849785,0.0,0.0,,,0.0,0.0,0.0,,0.0,,-0.0649713207402389,-3.3862183282027,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9708737864077668,0.0,0.0,1.0,0.9708737864077668,3.999999999999837e-05,0.0586080586080562,0.0,0.0
601998-1,770190,1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679283-2,804740,9447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,44.93006993006993,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-257.0,-31.00120627261761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
700632-64,712651,9495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,21.02473498233216,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-119.0,-17.37226277372263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
629901-1,683180,9776,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.4404359999999999,-33.33333333333333,0.0,0.0,0.0,0.0,-0.426191,-33.33333333333333,-0.0002557146,-0.0605693519079374,-1.0,-33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,-762.0,-33.33333333333333,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-4.077669902912621,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-4.147465437788019,0.0,,,,0.0,0.0,-5.0,-33.33333333333333,0.0,0.0,0.06,6.382978723404261,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.000852,1.9991083788920565,0.0,0.0
603472-3,CHAB21016376,9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669442-2,CHADC2110868,9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618127-6,718741,12302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138450000000001,0.8613159937888266,0.0,0.0,0.0069225,0.8613159937888266,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.2587991718426501,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199.0,-78.34645669291339,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6009615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-2.318840579710145,0.0,,,,0.0,0.0,5.0,50.0,5.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
644702-4,CHADC2126832,9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687580-1,CHADC1237085,9820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695472-13,844761,1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461399999999998,2.528445006321104,0.0,0.0,0.0115349999999999,2.528445006321104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,35.42757417102967,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-203.0,-26.15979381443299,0.0,0.0,0.0,0.0,20.0,2.528445006321113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,20.0,133.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
612395-12,674860,9764,0.0,0.0,4.0,2.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00406415656192,1.0906892982819432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.54481546572935,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.320754716981131,0.0,,,,0.0,0.0,0.0,,0.0,,-1.053824,-31.178224852071008,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007549999999999,2.6666195740472527,0.0,0.0
716844-1,880680,9093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
PRD052292,682960,11851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.005838,0.5628517823639785,-0.0009679999999999,-0.3861003861003848,0.0014595,0.5628517823639785,-0.0038719999999999,-0.3861003861003848,3.2137600000009536e-05,0.0151878350930528,0.0,0.0,0.0,0.0,118780.0,38.29661011484469,0.0,0.0,0.0,0.0,32.0,6.6115702479338845,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.166666666666666,,,0.0,,0.0,-0.0,0.0,-0.0,-34.0,-6.563706563706563,0.0,0.0,-2.0,-0.3861003861003861,3.0,0.5628517823639775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,-0.3399999999999998,-2.179487179487179,0.0,,-132.0,-87.41721854304636,0.0,0.0,,,,,,,,,,,,,,,,,-0.0001449999999999,-0.385566516871857,0.0,0.0
699901-3,CHADC2141490,9414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669504-1,709541,1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,17.162872154115586,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-98.0,-14.648729446935723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
667848-2,715081,12067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
